comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['dual', 'sham']	0.0637	0.10980000000000001	[9.333, 12.667]
['IFG', 'sham']	0.2738	0.2738	[11.167, 12.667]
['sham', 'preSMA']	0.0732	0.10980000000000001	[12.667, 9.167]
