comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['dual', 'sham']	0.5	0.7353	[6.833, 6.833]
['IFG', 'sham']	0.4642	0.7353	[6.667, 6.833]
['sham', 'preSMA']	0.7353	0.7353	[6.833, 8.167]
