comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['dual', 'sham']	0.4345	0.5046	[0.51, 0.513]
['IFG', 'sham']	0.5046	0.5046	[0.514, 0.513]
['sham', 'preSMA']	0.1375	0.41250000000000003	[0.513, 0.486]
