comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['dual', 'sham']	0.4379	0.4379	[0.503, 0.506]
['sham', 'IFG']	0.2403	0.36045000000000005	[0.506, 0.49]
['sham', 'preSMA']	0.1849	0.36045000000000005	[0.506, 0.481]
