comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['IFG', 'sham']	0.8704	0.9922	[0.509, 0.483]
['preSMA', 'sham']	0.9238	0.9922	[0.512, 0.483]
['sham', 'dual']	0.9922	0.9922	[0.483, 0.53]
