comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['dual', 'sham']	0.0065	0.0195	[7.167, 11.833]
['IFG', 'sham']	0.1456	0.1456	[8.667, 11.833]
['sham', 'preSMA']	0.0177	0.02655	[11.833, 7.667]
