comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['preSMA', 'sham']	0.7135	0.7135	[8.0, 6.333]
['sham', 'IFG']	0.6347	0.7135	[6.333, 7.167]
['sham', 'dual']	0.6289	0.7135	[6.333, 7.167]
