comparison	uncorrected_p-value	FDR-corrected_p-value
('preSMA', 'sham')	0.6748840615084208	0.8203563583109592
('IFG', 'preSMA')	0.7312667805711496	0.8203563583109592
('dual', 'preSMA')	0.5435684647302904	0.8203563583109592
('IFG', 'sham')	0.4085916524286063	0.8203563583109592
('dual', 'sham')	0.8203563583109592	0.8203563583109592
('IFG', 'dual')	0.32999755918965096	0.8203563583109592
