comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['IFG', 'sham']	0.5825	0.87375	[11.833, 11.333]
['preSMA', 'sham']	0.9123	0.9123	[14.667, 11.333]
['sham', 'dual']	0.4185	0.87375	[11.333, 10.833]
