comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['dual', 'sham']	0.2254	0.2254	[0.471, 0.491]
['sham', 'IFG']	0.167	0.2254	[0.491, 0.46]
['sham', 'preSMA']	0.0764	0.2254	[0.491, 0.453]
