comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['preSMA', 'sham']	0.0078	0.0234	[1.056, 1.007]
['dual', 'sham']	0.0222	0.0333	[1.048, 1.007]
['sham', 'IFG']	0.0693	0.0693	[1.007, 1.037]
