comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['dual', 'sham']	0.0235	0.07050000000000001	[9.16, 10.424]
['IFG', 'sham']	0.1411	0.1411	[9.743, 10.424]
['preSMA', 'sham']	0.0526	0.07890000000000001	[9.441, 10.424]
