no	trial	design	participant	group	session	date	name	opacity	rt	trial_order	repet	is.rep	orig	tot	abs	rel	cond
742	16	11	16	b	1	2022_Sep_27_1919	'bar_11_6','bar_11_8'	1	4.10377192497253	0	3	1	37	40	92.5	92.5	sham
743	17	3	16	b	1	2022_Sep_27_1919	'bar_3_4','bar_3_8','bar_3_3','bar_3_6','bar_3_2','bar_3_5','bar_3_1'	1	13.7801220417023	1	5	0	32	37	80	86.4864864864865	sham
744	17	4	16	b	1	2022_Sep_27_1919	'bar_4_4','bar_4_1','bar_4_8'	1	7.19596409797668	2	3	0	37	40	92.5	92.5	sham
745	17	11	16	b	1	2022_Sep_27_1919	'bar_11_6','bar_11_5','bar_11_7','bar_11_8'	1	9.24921989440918	0	3	1	37	40	92.5	92.5	sham
746	18	3	16	b	1	2022_Sep_27_1919	'bar_3_7','bar_3_4','bar_3_8','bar_3_3','bar_3_6','bar_3_2','bar_3_5','bar_3_1'	1	9.78283786773682	1	5	0	32	37	80	86.4864864864865	sham
747	18	4	16	b	1	2022_Sep_27_1919	'bar_4_3','bar_4_6','bar_4_7'	1	4.07698202133179	2	3	0	37	40	92.5	92.5	sham
748	18	11	16	b	1	2022_Sep_27_1919	'bar_11_5','bar_11_6','bar_11_7'	1	10.5809319019318	0	3	0	37	40	92.5	92.5	sham
749	19	3	16	b	1	2022_Sep_27_1919	'bar_3_4','bar_3_1'	1	13.954409122467	1	5	0	32	37	80	86.4864864864865	sham
750	19	4	16	b	1	2022_Sep_27_1919	'bar_4_3','bar_4_6','bar_4_2','bar_4_8'	1	5.32976794242859	2	3	0	37	40	92.5	92.5	sham
751	19	11	16	b	1	2022_Sep_27_1919	'bar_11_8','bar_11_3','bar_11_7','bar_11_5','bar_11_6'	1	4.55676603317261	0	3	0	37	40	92.5	92.5	sham
752	2	3	16	b	1	2022_Sep_27_1919	'bar_3_8'	1	2.23862791061401	1	5	0	32	37	80	86.4864864864865	sham
753	2	4	16	b	1	2022_Sep_27_1919	'bar_4_3'	1	1.19952201843262	2	3	0	37	40	92.5	92.5	sham
754	2	11	16	b	1	2022_Sep_27_1919	'bar_11_3','bar_11_7'	1	1.94427514076233	0	3	0	37	40	92.5	92.5	sham
755	20	3	16	b	1	2022_Sep_27_1919	'bar_3_4','bar_3_3'	1	5.75718498229981	1	5	0	32	37	80	86.4864864864865	sham
756	20	4	16	b	1	2022_Sep_27_1919	'bar_4_6','bar_4_3','bar_4_2'	1	2.71992015838623	2	3	0	37	40	92.5	92.5	sham
757	20	11	16	b	1	2022_Sep_27_1919	'bar_11_1','bar_11_5','bar_11_6'	1	4.05031394958496	0	3	0	37	40	92.5	92.5	sham
758	21	3	16	b	1	2022_Sep_27_1919	'bar_3_4','bar_3_3','bar_3_7'	1	4.42453789710999	1	5	0	32	37	80	86.4864864864865	sham
759	21	4	16	b	1	2022_Sep_27_1919	'bar_4_4','bar_4_3','bar_4_6','bar_4_7'	1	5.43590211868286	2	3	0	37	40	92.5	92.5	sham
760	21	11	16	b	1	2022_Sep_27_1919	'bar_11_6','bar_11_2','bar_11_7'	1	3.3044011592865	0	3	0	37	40	92.5	92.5	sham
761	22	3	16	b	1	2022_Sep_27_1919	'bar_3_4','bar_3_7'	1	3.22390913963318	1	5	0	32	37	80	86.4864864864865	sham
762	22	4	16	b	1	2022_Sep_27_1919	'bar_4_4','bar_4_3','bar_4_6','bar_4_5'	1	3.4104380607605	2	3	0	37	40	92.5	92.5	sham
763	22	11	16	b	1	2022_Sep_27_1919	'bar_11_2','bar_11_1','bar_11_4','bar_11_8','bar_11_3','bar_11_7'	1	5.40990805625916	0	3	0	37	40	92.5	92.5	sham
764	23	3	16	b	1	2022_Sep_27_1919	'bar_3_4','bar_3_8','bar_3_3','bar_3_7','bar_3_1'	1	9.2240629196167	1	5	0	32	37	80	86.4864864864865	sham
765	23	4	16	b	1	2022_Sep_27_1919	'bar_4_4','bar_4_6','bar_4_8','bar_4_5'	1	7.19582605361939	2	3	0	37	40	92.5	92.5	sham
766	23	11	16	b	1	2022_Sep_27_1919	'bar_11_5','bar_11_6','bar_11_1','bar_11_7','bar_11_2','bar_11_3','bar_11_8','bar_11_4'	1	6.68955516815186	0	3	0	37	40	92.5	92.5	sham
767	24	3	16	b	1	2022_Sep_27_1919	'bar_3_1','bar_3_8','bar_3_7','bar_3_3'	1	4.39701390266418	1	5	0	32	37	80	86.4864864864865	sham
768	24	4	16	b	1	2022_Sep_27_1919	'bar_4_4','bar_4_6','bar_4_8','bar_4_5','bar_4_1'	1	5.54338002204895	2	3	0	37	40	92.5	92.5	sham
769	24	11	16	b	1	2022_Sep_27_1919	'bar_11_4','bar_11_8','bar_11_5'	1	3.03727102279663	0	3	0	37	40	92.5	92.5	sham
770	25	3	16	b	1	2022_Sep_27_1919	'bar_3_6','bar_3_5','bar_3_2'	1	4.34351897239685	1	5	0	32	37	80	86.4864864864865	sham
771	25	4	16	b	1	2022_Sep_27_1919	'bar_4_6','bar_4_3','bar_4_7','bar_4_8','bar_4_2'	1	5.38291096687317	2	3	0	37	40	92.5	92.5	sham
772	25	11	16	b	1	2022_Sep_27_1919	'bar_11_8','bar_11_4','bar_11_3'	1	4.98297619819641	0	3	0	37	40	92.5	92.5	sham
773	26	3	16	b	1	2022_Sep_27_1919	'bar_3_2','bar_3_6','bar_3_1'	1	3.46383810043335	1	5	0	32	37	80	86.4864864864865	sham
774	26	4	16	b	1	2022_Sep_27_1919	'bar_4_2','bar_4_1','bar_4_4','bar_4_3'	1	5.86307287216187	2	3	0	37	40	92.5	92.5	sham
775	26	11	16	b	1	2022_Sep_27_1919	'bar_11_3','bar_11_2','bar_11_1'	1	3.4371349811554	0	3	0	37	40	92.5	92.5	sham
776	27	3	16	b	1	2022_Sep_27_1919	'bar_3_2','bar_3_6','bar_3_3'	1	3.11837983131409	1	5	0	32	37	80	86.4864864864865	sham
777	27	4	16	b	1	2022_Sep_27_1919	'bar_4_1','bar_4_2','bar_4_4','bar_4_3','bar_4_6'	1	5.22397685050964	2	3	0	37	40	92.5	92.5	sham
778	27	11	16	b	1	2022_Sep_27_1919	'bar_11_1','bar_11_4','bar_11_8','bar_11_7'	1	5.99626898765564	0	3	0	37	40	92.5	92.5	sham
779	28	3	16	b	1	2022_Sep_27_1919	'bar_3_8'	1	2.82402110099792	1	5	1	32	37	80	86.4864864864865	sham
780	28	4	16	b	1	2022_Sep_27_1919	'bar_4_1','bar_4_4','bar_4_3','bar_4_7','bar_4_8'	1	5.38483881950378	2	3	1	37	40	92.5	92.5	sham
781	28	11	16	b	1	2022_Sep_27_1919	'bar_11_3','bar_11_7','bar_11_6'	1	4.93037009239197	0	3	0	37	40	92.5	92.5	sham
782	29	3	16	b	1	2022_Sep_27_1919	'bar_3_6','bar_3_8','bar_3_4'	1	2.87919998168945	1	5	0	32	37	80	86.4864864864865	sham
783	29	4	16	b	1	2022_Sep_27_1919	'bar_4_4','bar_4_3','bar_4_7','bar_4_8','bar_4_1'	1	6.95593094825745	2	3	0	37	40	92.5	92.5	sham
784	29	11	16	b	1	2022_Sep_27_1919	'bar_11_6','bar_11_2','bar_11_7','bar_11_3'	1	5.03648090362549	0	3	0	37	40	92.5	92.5	sham
785	3	3	16	b	1	2022_Sep_27_1919	'bar_3_4'	1	1.70503115653992	1	5	0	32	37	80	86.4864864864865	sham
786	3	4	16	b	1	2022_Sep_27_1919	'bar_4_8'	1	1.25118207931519	2	3	0	37	40	92.5	92.5	sham
787	3	11	16	b	1	2022_Sep_27_1919	'bar_11_3','bar_11_8'	1	2.18416905403137	0	3	0	37	40	92.5	92.5	sham
788	30	3	16	b	1	2022_Sep_27_1919	'bar_3_6','bar_3_8','bar_3_4','bar_3_5'	1	3.4633162021637	1	5	0	32	37	80	86.4864864864865	sham
789	30	4	16	b	1	2022_Sep_27_1919	'bar_4_6','bar_4_5','bar_4_7'	1	5.38345193862915	2	3	0	37	40	92.5	92.5	sham
790	30	11	16	b	1	2022_Sep_27_1919	'bar_11_2','bar_11_6','bar_11_7','bar_11_3','bar_11_8'	1	5.09008312225342	0	3	0	37	40	92.5	92.5	sham
791	31	3	16	b	1	2022_Sep_27_1919	'bar_3_2','bar_3_6','bar_3_8','bar_3_4'	1	3.97237706184387	1	5	0	32	37	80	86.4864864864865	sham
792	31	4	16	b	1	2022_Sep_27_1919	'bar_4_6','bar_4_5','bar_4_7','bar_4_4'	1	3.33246493339539	2	3	0	37	40	92.5	92.5	sham
793	31	11	16	b	1	2022_Sep_27_1919	'bar_11_6','bar_11_8','bar_11_7','bar_11_5','bar_11_3','bar_11_2'	1	9.54202699661255	0	3	0	37	40	92.5	92.5	sham
794	32	3	16	b	1	2022_Sep_27_1919	'bar_3_3','bar_3_4','bar_3_8','bar_3_1','bar_3_5'	1	6.23610186576843	1	5	0	32	37	80	86.4864864864865	sham
795	32	4	16	b	1	2022_Sep_27_1919	'bar_4_6','bar_4_5','bar_4_7','bar_4_4','bar_4_3'	1	3.65032696723938	2	3	0	37	40	92.5	92.5	sham
796	32	11	16	b	1	2022_Sep_27_1919	'bar_11_4','bar_11_8','bar_11_5','bar_11_3'	1	4.37190985679626	0	3	0	37	40	92.5	92.5	sham
797	33	3	16	b	1	2022_Sep_27_1919	'bar_3_2','bar_3_6','bar_3_1','bar_3_8','bar_3_7'	1	9.78185892105103	1	5	0	32	37	80	86.4864864864865	sham
798	33	4	16	b	1	2022_Sep_27_1919	'bar_4_6','bar_4_5','bar_4_7','bar_4_3','bar_4_4','bar_4_8'	1	4.71646499633789	2	3	0	37	40	92.5	92.5	sham
799	33	11	16	b	1	2022_Sep_27_1919	'bar_11_3','bar_11_7','bar_11_8','bar_11_4','bar_11_5','bar_11_6','bar_11_2'	1	7.86389994621277	0	3	0	37	40	92.5	92.5	sham
800	34	3	16	b	1	2022_Sep_27_1919	'bar_3_4','bar_3_7','bar_3_6','bar_3_2','bar_3_5'	1	8.20882892608643	1	5	0	32	37	80	86.4864864864865	sham
801	34	4	16	b	1	2022_Sep_27_1919	'bar_4_5','bar_4_4','bar_4_6','bar_4_3','bar_4_7','bar_4_8','bar_4_2'	1	10.1016249656677	2	3	0	37	40	92.5	92.5	sham
802	34	11	16	b	1	2022_Sep_27_1919	'bar_11_1','bar_11_4','bar_11_8','bar_11_5'	1	6.07698702812195	0	3	0	37	40	92.5	92.5	sham
803	35	3	16	b	1	2022_Sep_27_1919	'bar_3_5','bar_3_2','bar_3_6','bar_3_3','bar_3_8'	1	4.50340294837952	1	5	0	32	37	80	86.4864864864865	sham
804	35	4	16	b	1	2022_Sep_27_1919	'bar_4_4','bar_4_3','bar_4_1','bar_4_5','bar_4_6','bar_4_7','bar_4_2'	1	8.7971830368042	2	3	0	37	40	92.5	92.5	sham
805	35	11	16	b	1	2022_Sep_27_1919	'bar_11_5','bar_11_4','bar_11_8','bar_11_6','bar_11_7','bar_11_3','bar_11_2'	1	10.9811267852783	0	3	1	37	40	92.5	92.5	sham
806	36	3	16	b	1	2022_Sep_27_1919	'bar_3_4','bar_3_3','bar_3_8','bar_3_7','bar_3_1','bar_3_5'	1	13.966826915741	1	5	0	32	37	80	86.4864864864865	sham
807	36	4	16	b	1	2022_Sep_27_1919	'bar_4_6','bar_4_4','bar_4_1','bar_4_5','bar_4_7','bar_4_3','bar_4_2','bar_4_8'	1	10.1016900539398	2	3	0	37	40	92.5	92.5	sham
808	36	11	16	b	1	2022_Sep_27_1919	'bar_11_1','bar_11_6','bar_11_5','bar_11_8'	1	8.36878395080566	0	3	0	37	40	92.5	92.5	sham
809	4	3	16	b	1	2022_Sep_27_1919	'bar_3_1'	1	4.3980450630188	1	5	0	32	37	80	86.4864864864865	sham
810	4	4	16	b	1	2022_Sep_27_1919	'bar_4_8','bar_4_1'	1	3.57234787940979	2	3	0	37	40	92.5	92.5	sham
811	4	11	16	b	1	2022_Sep_27_1919	'bar_11_3','bar_11_8','bar_11_7'	1	1.67936611175537	0	3	0	37	40	92.5	92.5	sham
812	5	3	16	b	1	2022_Sep_27_1919	'bar_3_5'	1	2.71794605255127	1	5	0	32	37	80	86.4864864864865	sham
813	5	4	16	b	1	2022_Sep_27_1919	'bar_4_8','bar_4_6'	1	3.41198801994324	2	3	0	37	40	92.5	92.5	sham
814	5	11	16	b	1	2022_Sep_27_1919	'bar_11_3','bar_11_5'	1	2.1309061050415	0	3	0	37	40	92.5	92.5	sham
815	6	3	16	b	1	2022_Sep_27_1919	'bar_3_6'	1	6.26282691955566	1	5	0	32	37	80	86.4864864864865	sham
816	6	4	16	b	1	2022_Sep_27_1919	'bar_4_3','bar_4_4'	1	3.43714880943298	2	3	0	37	40	92.5	92.5	sham
817	6	11	16	b	1	2022_Sep_27_1919	'bar_11_3','bar_11_2'	1	2.87777400016785	0	3	0	37	40	92.5	92.5	sham
818	7	3	16	b	1	2022_Sep_27_1919	'bar_3_3'	1	4.10533404350281	1	5	0	32	37	80	86.4864864864865	sham
819	7	4	16	b	1	2022_Sep_27_1919	'bar_4_5','bar_4_8'	1	4.63733601570129	2	3	0	37	40	92.5	92.5	sham
820	7	11	16	b	1	2022_Sep_27_1919	'bar_11_3','bar_11_7','bar_11_5'	1	4.45205616950989	0	3	0	37	40	92.5	92.5	sham
821	8	3	16	b	1	2022_Sep_27_1919	'bar_3_8'	1	3.46377801895142	1	5	1	32	37	80	86.4864864864865	sham
822	8	4	16	b	1	2022_Sep_27_1919	'bar_4_7','bar_4_8'	1	2.90487313270569	2	3	0	37	40	92.5	92.5	sham
823	8	11	16	b	1	2022_Sep_27_1919	'bar_11_8','bar_11_5'	1	2.05227184295654	0	3	0	37	40	92.5	92.5	sham
824	9	3	16	b	1	2022_Sep_27_1919	'bar_3_7'	1	2.42529988288879	1	5	0	32	37	80	86.4864864864865	sham
825	9	4	16	b	1	2022_Sep_27_1919	'bar_4_3','bar_4_6'	1	2.79722499847412	2	3	0	37	40	92.5	92.5	sham
826	9	11	16	b	1	2022_Sep_27_1919	'bar_11_8','bar_11_6'	1	1.91957902908325	0	3	0	37	40	92.5	92.5	sham
827	37	4	16	b	1	2022_Sep_27_1919	'bar_4_2','bar_4_6'	1	4.71749806404114	2	3	0	37	40	92.5	92.5	sham
828	37	11	16	b	1	2022_Sep_27_1919	'bar_11_8','bar_11_5','bar_11_1','bar_11_6','bar_11_2'	1	9.11517786979675	0	3	0	37	40	92.5	92.5	sham
829	38	4	16	b	1	2022_Sep_27_1919	'bar_4_6','bar_4_2','bar_4_1'	1	4.63707613945007	2	3	0	37	40	92.5	92.5	sham
830	38	11	16	b	1	2022_Sep_27_1919	'bar_11_3','bar_11_8','bar_11_5'	1	4.02542400360107	0	3	0	37	40	92.5	92.5	sham
831	39	4	16	b	1	2022_Sep_27_1919	'bar_4_1','bar_4_3'	1	3.19832515716553	2	3	0	37	40	92.5	92.5	sham
832	39	11	16	b	1	2022_Sep_27_1919	'bar_11_5','bar_11_8','bar_11_4','bar_11_1','bar_11_2','bar_11_3'	1	12.8362929821014	0	3	0	37	40	92.5	92.5	sham
833	0	1	17	a	4	2022_Nov_25_1421	'bar_1_6'	1	2.00327301025391	1	1	0	39	40	97.5	97.5	sham
834	0	7	17	a	4	2022_Nov_25_1421	'bar_7_1'	1	1.69387197494507	2	3	0	37	40	92.5	92.5	sham
835	0	8	17	a	4	2022_Nov_25_1421	'bar_8_2'	1	2.71715903282166	0	4	0	36	40	90	90	sham
836	1	1	17	a	4	2022_Nov_25_1421	'bar_1_1'	1	1.40599894523621	1	1	0	39	40	97.5	97.5	sham
837	1	7	17	a	4	2022_Nov_25_1421	'bar_7_6'	1	0.870228052139282	2	3	0	37	40	92.5	92.5	sham
838	1	8	17	a	4	2022_Nov_25_1421	'bar_8_2','bar_8_6'	1	2.12875986099243	0	4	0	36	40	90	90	sham
839	10	1	17	a	4	2022_Nov_25_1421	'bar_1_4','bar_1_1'	1	2.02142405509949	1	1	0	39	40	97.5	97.5	sham
840	10	7	17	a	4	2022_Nov_25_1421	'bar_7_5','bar_7_4','bar_7_8'	1	2.19189596176147	2	3	0	37	40	92.5	92.5	sham
841	10	8	17	a	4	2022_Nov_25_1421	'bar_8_7'	1	0.80042290687561	0	4	0	36	40	90	90	sham
842	11	1	17	a	4	2022_Nov_25_1421	'bar_1_1','bar_1_4','bar_1_3'	1	3.2743980884552	1	1	0	39	40	97.5	97.5	sham
843	11	7	17	a	4	2022_Nov_25_1421	'bar_7_8','bar_7_4'	1	1.1923840045929	2	3	0	37	40	92.5	92.5	sham
844	11	8	17	a	4	2022_Nov_25_1421	'bar_8_7','bar_8_3','bar_8_8'	1	1.7577428817749	0	4	0	36	40	90	90	sham
845	12	1	17	a	4	2022_Nov_25_1421	'bar_1_3','bar_1_4'	1	1.40818905830383	1	1	0	39	40	97.5	97.5	sham
846	12	7	17	a	4	2022_Nov_25_1421	'bar_7_8','bar_7_5'	1	1.75214600563049	2	3	0	37	40	92.5	92.5	sham
847	12	8	17	a	4	2022_Nov_25_1421	'bar_8_8','bar_8_7','bar_8_3','bar_8_6'	1	2.585932970047	0	4	0	36	40	90	90	sham
848	13	1	17	a	4	2022_Nov_25_1421	'bar_1_3','bar_1_4','bar_1_1','bar_1_2','bar_1_5'	1	4.15392208099365	1	1	0	39	40	97.5	97.5	sham
849	13	7	17	a	4	2022_Nov_25_1421	'bar_7_7'	1	1.61857986450195	2	3	0	37	40	92.5	92.5	sham
850	13	8	17	a	4	2022_Nov_25_1421	'bar_8_6','bar_8_8','bar_8_3','bar_8_7','bar_8_2'	1	3.30384302139282	0	4	1	36	40	90	90	sham
851	14	1	17	a	4	2022_Nov_25_1421	'bar_1_5','bar_1_2','bar_1_3','bar_1_4','bar_1_1','bar_1_6'	1	7.45969295501709	1	1	0	39	40	97.5	97.5	sham
852	14	7	17	a	4	2022_Nov_25_1421	'bar_7_3','bar_7_7'	1	2.68481492996216	2	3	0	37	40	92.5	92.5	sham
853	14	8	17	a	4	2022_Nov_25_1421	'bar_8_2','bar_8_3','bar_8_7','bar_8_8'	1	2.45083713531494	0	4	0	36	40	90	90	sham
854	15	1	17	a	4	2022_Nov_25_1421	'bar_1_6','bar_1_5','bar_1_1','bar_1_4','bar_1_3','bar_1_2','bar_1_8'	1	5.75331616401672	1	1	0	39	40	97.5	97.5	sham
855	15	7	17	a	4	2022_Nov_25_1421	'bar_7_8','bar_7_7'	1	2.08528304100037	2	3	0	37	40	92.5	92.5	sham
856	15	8	17	a	4	2022_Nov_25_1421	'bar_8_8','bar_8_2','bar_8_6','bar_8_3','bar_8_7','bar_8_5'	1	6.66487812995911	0	4	0	36	40	90	90	sham
857	16	1	17	a	4	2022_Nov_25_1421	'bar_1_8','bar_1_5','bar_1_6','bar_1_7','bar_1_4','bar_1_3','bar_1_2','bar_1_1'	1	5.88669395446777	1	1	0	39	40	97.5	97.5	sham
858	16	7	17	a	4	2022_Nov_25_1421	'bar_7_3','bar_7_8'	1	1.57833814620972	2	3	0	37	40	92.5	92.5	sham
859	16	8	17	a	4	2022_Nov_25_1421	'bar_8_5','bar_8_8'	1	1.22525906562805	0	4	0	36	40	90	90	sham
860	17	1	17	a	4	2022_Nov_25_1421	'bar_1_1','bar_1_4','bar_1_3','bar_1_2','bar_1_7'	1	4.50040912628174	1	1	0	39	40	97.5	97.5	sham
861	17	7	17	a	4	2022_Nov_25_1421	'bar_7_7','bar_7_3','bar_7_8'	1	2.36498999595642	2	3	0	37	40	92.5	92.5	sham
862	17	8	17	a	4	2022_Nov_25_1421	'bar_8_8'	1	0.585925817489624	0	4	0	36	40	90	90	sham
863	18	1	17	a	4	2022_Nov_25_1421	'bar_1_6','bar_1_4','bar_1_3','bar_1_2','bar_1_1'	1	5.22050189971924	1	1	0	39	40	97.5	97.5	sham
864	18	7	17	a	4	2022_Nov_25_1421	'bar_7_7','bar_7_3','bar_7_8','bar_7_5'	1	3.97778606414795	2	3	0	37	40	92.5	92.5	sham
865	18	8	17	a	4	2022_Nov_25_1421	'bar_8_5'	1	0.692417144775391	0	4	0	36	40	90	90	sham
866	19	1	17	a	4	2022_Nov_25_1421	'bar_1_8','bar_1_2','bar_1_1','bar_1_4','bar_1_3'	1	5.19064593315125	1	1	0	39	40	97.5	97.5	sham
867	19	7	17	a	4	2022_Nov_25_1421	'bar_7_5','bar_7_7','bar_7_3','bar_7_8','bar_7_4'	1	3.40464305877686	2	3	0	37	40	92.5	92.5	sham
868	19	8	17	a	4	2022_Nov_25_1421	'bar_8_8','bar_8_5','bar_8_6'	1	3.25120091438293	0	4	0	36	40	90	90	sham
869	2	1	17	a	4	2022_Nov_25_1421	'bar_1_4'	1	1.14145398139954	1	1	0	39	40	97.5	97.5	sham
870	2	7	17	a	4	2022_Nov_25_1421	'bar_7_2'	1	1.49850583076477	2	3	0	37	40	92.5	92.5	sham
871	2	8	17	a	4	2022_Nov_25_1421	'bar_8_6','bar_8_2','bar_8_8'	1	1.60011696815491	0	4	0	36	40	90	90	sham
872	20	1	17	a	4	2022_Nov_25_1421	'bar_1_8','bar_1_6','bar_1_4','bar_1_3'	1	4.73739004135132	1	1	0	39	40	97.5	97.5	sham
873	20	7	17	a	4	2022_Nov_25_1421	'bar_7_2','bar_7_6'	1	6.76342916488647	2	3	0	37	40	92.5	92.5	sham
874	20	8	17	a	4	2022_Nov_25_1421	'bar_8_6','bar_8_8','bar_8_5','bar_8_2'	1	2.58431601524353	0	4	0	36	40	90	90	sham
875	21	1	17	a	4	2022_Nov_25_1421	'bar_1_8','bar_1_6','bar_1_1','bar_1_2'	1	2.7781810760498	1	1	0	39	40	97.5	97.5	sham
876	21	7	17	a	4	2022_Nov_25_1421	'bar_7_6','bar_7_2','bar_7_5'	1	1.81867599487305	2	3	0	37	40	92.5	92.5	sham
877	21	8	17	a	4	2022_Nov_25_1421	'bar_8_2','bar_8_8','bar_8_6','bar_8_5','bar_8_1'	1	3.17070889472961	0	4	0	36	40	90	90	sham
878	22	1	17	a	4	2022_Nov_25_1421	'bar_1_2','bar_1_1','bar_1_6','bar_1_8','bar_1_4','bar_1_3','bar_1_7'	1	7.21701192855835	1	1	0	39	40	97.5	97.5	sham
879	22	7	17	a	4	2022_Nov_25_1421	'bar_7_5','bar_7_6'	1	1.11221694946289	2	3	0	37	40	92.5	92.5	sham
880	22	8	17	a	4	2022_Nov_25_1421	'bar_8_1','bar_8_5','bar_8_2'	1	3.0645740032196	0	4	0	36	40	90	90	sham
881	23	1	17	a	4	2022_Nov_25_1421	'bar_1_7','bar_1_5','bar_1_2','bar_1_3','bar_1_4','bar_1_1'	1	6.0703752040863	1	1	0	39	40	97.5	97.5	sham
882	23	7	17	a	4	2022_Nov_25_1421	'bar_7_2','bar_7_5'	1	1.3652400970459	2	3	0	37	40	92.5	92.5	sham
883	23	8	17	a	4	2022_Nov_25_1421	'bar_8_2','bar_8_1','bar_8_5','bar_8_8'	1	2.82402992248535	0	4	0	36	40	90	90	sham
884	24	1	17	a	4	2022_Nov_25_1421	'bar_1_1','bar_1_4','bar_1_3','bar_1_2','bar_1_7'	1	4.33795404434204	1	1	1	39	40	97.5	97.5	sham
885	24	7	17	a	4	2022_Nov_25_1421	'bar_7_7','bar_7_1'	1	2.53839993476868	2	3	0	37	40	92.5	92.5	sham
886	24	8	17	a	4	2022_Nov_25_1421	'bar_8_6','bar_8_1','bar_8_2'	1	2.5857720375061	0	4	0	36	40	90	90	sham
887	25	1	17	a	4	2022_Nov_25_1421	'bar_1_3','bar_1_2','bar_1_1','bar_1_7','bar_1_8','bar_1_6'	1	8.21635794639587	1	1	0	39	40	97.5	97.5	sham
888	25	7	17	a	4	2022_Nov_25_1421	'bar_7_1','bar_7_6'	1	1.59201908111572	2	3	0	37	40	92.5	92.5	sham
889	25	8	17	a	4	2022_Nov_25_1421	'bar_8_8','bar_8_6','bar_8_5','bar_8_1','bar_8_2','bar_8_4'	1	6.53128790855408	0	4	0	36	40	90	90	sham
890	26	1	17	a	4	2022_Nov_25_1421	'bar_1_1','bar_1_6','bar_1_5','bar_1_8','bar_1_7','bar_1_3'	1	5.9770450592041	1	1	0	39	40	97.5	97.5	sham
891	26	7	17	a	4	2022_Nov_25_1421	'bar_7_3','bar_7_7','bar_7_1'	1	3.20435094833374	2	3	0	37	40	92.5	92.5	sham
892	26	8	17	a	4	2022_Nov_25_1421	'bar_8_4'	1	1.08855295181274	0	4	0	36	40	90	90	sham
893	27	1	17	a	4	2022_Nov_25_1421	'bar_1_7','bar_1_8','bar_1_5','bar_1_6'	1	3.59132194519043	1	1	0	39	40	97.5	97.5	sham
894	27	7	17	a	4	2022_Nov_25_1421	'bar_7_6','bar_7_7'	1	1.29884791374207	2	3	0	37	40	92.5	92.5	sham
895	27	8	17	a	4	2022_Nov_25_1421	'bar_8_4','bar_8_3'	1	1.67506980895996	0	4	0	36	40	90	90	sham
896	28	1	17	a	4	2022_Nov_25_1421	'bar_1_6','bar_1_8','bar_1_7','bar_1_5','bar_1_1','bar_1_3','bar_1_4'	1	7.12337899208069	1	1	0	39	40	97.5	97.5	sham
897	28	7	17	a	4	2022_Nov_25_1421	'bar_7_1','bar_7_3','bar_7_6','bar_7_7'	1	3.65805101394653	2	3	0	37	40	92.5	92.5	sham
898	28	8	17	a	4	2022_Nov_25_1421	'bar_8_3'	1	1.32812595367432	0	4	1	36	40	90	90	sham
899	29	1	17	a	4	2022_Nov_25_1421	'bar_1_2','bar_1_8','bar_1_5','bar_1_1','bar_1_6','bar_1_7'	1	5.63050293922424	1	1	0	39	40	97.5	97.5	sham
900	29	7	17	a	4	2022_Nov_25_1421	'bar_7_3','bar_7_1','bar_7_7','bar_7_6'	1	3.61780405044556	2	3	1	37	40	92.5	92.5	sham
901	29	8	17	a	4	2022_Nov_25_1421	'bar_8_3','bar_8_4','bar_8_7'	1	2.63448786735535	0	4	0	36	40	90	90	sham
902	3	1	17	a	4	2022_Nov_25_1421	'bar_1_3'	1	1.01005482673645	1	1	0	39	40	97.5	97.5	sham
903	3	7	17	a	4	2022_Nov_25_1421	'bar_7_3'	1	1.31174993515015	2	3	0	37	40	92.5	92.5	sham
904	3	8	17	a	4	2022_Nov_25_1421	'bar_8_8','bar_8_6'	1	1.1452100276947	0	4	0	36	40	90	90	sham
905	30	1	17	a	4	2022_Nov_25_1421	'bar_1_2','bar_1_5','bar_1_7'	1	3.72459816932678	1	1	0	39	40	97.5	97.5	sham
906	30	7	17	a	4	2022_Nov_25_1421	'bar_7_6','bar_7_1','bar_7_7','bar_7_8','bar_7_4'	1	4.81782698631287	2	3	0	37	40	92.5	92.5	sham
907	30	8	17	a	4	2022_Nov_25_1421	'bar_8_7'	1	0.768422842025757	0	4	1	36	40	90	90	sham
908	31	1	17	a	4	2022_Nov_25_1421	'bar_1_8','bar_1_6','bar_1_2'	1	2.7250440120697	1	1	0	39	40	97.5	97.5	sham
909	31	7	17	a	4	2022_Nov_25_1421	'bar_7_5','bar_7_4','bar_7_2'	1	2.91156506538391	2	3	0	37	40	92.5	92.5	sham
910	31	8	17	a	4	2022_Nov_25_1421	'bar_8_7','bar_8_3','bar_8_4','bar_8_5'	1	3.83422708511353	0	4	0	36	40	90	90	sham
911	32	1	17	a	4	2022_Nov_25_1421	'bar_1_4','bar_1_6','bar_1_8'	1	4.08469796180725	1	1	0	39	40	97.5	97.5	sham
912	32	7	17	a	4	2022_Nov_25_1421	'bar_7_2','bar_7_4','bar_7_6','bar_7_3','bar_7_7'	1	4.64425992965698	2	3	0	37	40	92.5	92.5	sham
913	32	8	17	a	4	2022_Nov_25_1421	'bar_8_5','bar_8_4'	1	3.43430590629578	0	4	0	36	40	90	90	sham
914	33	1	17	a	4	2022_Nov_25_1421	'bar_1_5','bar_1_7','bar_1_4'	1	3.16480898857117	1	1	0	39	40	97.5	97.5	sham
