mode	model	cat	difficulty	sham_corr	ifg_corr	ifg_raw_p	ifg_effsize	presma_corr	presma_raw_p	presma_effsize	dual_corr	dual_raw_p	dual_effsize
order	neg_word_frequency	Geschirr	15	0.406601819975376	0.40743197475265996	0.994005994005994	-0.0021369157907626317	0.4300347078403343	0.8801198801198801	-0.06628080923537914	0.20843589623209327	0.3356643356643357	0.5182191946373804	
order	neg_word_frequency	Getränke	9	0.015417790557932168	0.10165961556801922	0.6773226773226774	-0.2821464465783572	0.18233071982408586	0.38961038961038963	-0.5206685944624596	0.244221487176567	0.38461538461538464	-0.5273944953534728	
order	neg_word_frequency	Fische	21	0.03660887911816138	0.18112711949531335	0.4045954045954046	-0.5065426499720235	0.2584432109159671	0.26573426573426573	-0.5997235419472393	0.14656514547149388	0.5324675324675324	-0.36622418554097347	
order	neg_word_frequency	Metalle	22	0.18879096079043203	0.4442279942279943	0.2677322677322677	-0.6315661813330327	0.3051337551337551	0.6733266733266733	-0.24194957831985006	0.38493918316998127	0.4915084915084915	-0.4338195865432843	
order	neg_word_frequency	Autoteile	5	0.11934430260964053	0.021431788396092194	0.4695304695304695	0.3933879147372719	0.12236170315736934	0.99000999000999	-0.011625315009040786	0.18317772846034805	0.6033966033966034	-0.28069919406051047	
order	neg_word_frequency	Kleidungsstücke	3	0.2842697104651643	0.1709737978837973	0.4155844155844156	0.458843491760112	0.3220797393467043	0.7912087912087912	-0.15285572325807084	0.06744033465725946	0.1878121878121878	0.7334956193918395	
order	neg_word_frequency	Bäume	12	0.360338762248412	0.3598099763722955	1.0	0.002227709052115214	0.08427522272665135	0.07392607392607392	1.0452951950243212	0.25886748259830034	0.5454545454545454	0.28774679726061864	
order	neg_word_frequency	Sportarten	2	0.23990319760730403	-0.016354465400342705	0.1258741258741259	0.8846948396581559	0.23205463410308325	0.9430569430569431	0.031565459241041545	0.087321878279853	0.3106893106893107	0.523743671757195	
order	neg_word_frequency	Früchte	7	0.20274158671027998	0.26590440488928196	0.5774225774225774	-0.270688505299611	0.17329719089758452	0.7562437562437563	0.1663576918440419	0.29448663890365256	0.4745254745254745	-0.3960900360614876	
order	neg_word_frequency	Insekten	19	0.203187591256648	0.14784869760181144	0.7592407592407593	0.16294031278609702	0.38748781480876193	0.3046953046953047	-0.5508529337485212	0.17349400403494417	0.8801198801198801	0.08140397929092866	
order	neg_word_frequency	Berufe	6	0.2344285021716698	-0.007544688863650818	0.01998001998001998	1.2510603523288146	0.198660783361954	0.7492507492507493	0.1714973740927235	0.12127085824287148	0.43156843156843155	0.43094190009739225	
order	neg_word_frequency	Spielzeug	17	0.26375993220166866	0.16455546043829072	0.6723276723276723	0.2408935232970797	0.021837601048076024	0.24575424575424576	0.6514071286484041	-0.06480803007809681	0.11688311688311688	0.8236265717754597	
order	neg_word_frequency	Lebensmittel	4	0.1456999614940699	0.27288410701887195	0.34665334665334663	-0.5227674132460934	0.17456874926899577	0.8071928071928072	-0.12159521926734387	0.07098498650332946	0.44455544455544455	0.4205494020894285	
order	neg_word_frequency	Kosmetik	14	-0.08463517123814036	-0.23403465486165942	0.5084915084915085	0.39829661546791606	0.20494875595197196	0.23876123876123875	-0.64444829773994	-0.16311514791784656	0.6903096903096904	0.21229500911515653	
order	neg_word_frequency	Gartengeräte	18	0.19752025947855753	0.37836013936281154	0.2137862137862138	-0.7443726143435416	0.06540398405239664	0.6183816183816184	0.32273646012632023	0.42931929181929185	0.09490509490509491	-0.9577417329463283	
order	neg_word_frequency	Tiere	1	0.17731177060696554	0.21628371811541333	0.6033966033966034	-0.2966590088041154	0.05817584447365304	0.3076923076923077	0.6039348366500981	0.18035891693046235	0.978021978021978	-0.01663077678561707	
order	neg_word_frequency	Körperteile	0	0.2963144292784049	0.2968022299910206	0.995004995004995	-0.0022130946559873505	0.3588892167941951	0.6183816183816184	-0.28139761095801386	0.04611569293527353	0.2047952047952048	0.7108333677802984	
order	neg_word_frequency	Gewürze	11	0.3557574097075508	0.29392703655129787	0.5874125874125874	0.2805351435834226	0.24643532187964048	0.4165834165834166	0.43087184626288555	0.19444003442001942	0.2037962037962038	0.6978276076255419	
order	neg_word_frequency	Musikinstrumente	8	0.2700224734100248	0.17542561798439926	0.41358641358641357	0.4304040213896816	0.19637162223770774	0.5274725274725275	0.33799264427253356	0.11031587394397134	0.15884115884115885	0.8377682838677858	
order	neg_word_frequency	Werkzeug	16	-0.0008043624353716552	0.12171275675542999	0.14785214785214784	-0.8535016944489592	-0.03963581542328062	0.7972027972027972	0.1444529893857424	0.03932237724511554	0.7402597402597403	-0.19097843967113423	
order	neg_word_frequency	Gemüse	10	-0.10778225659259967	-0.014754098870676672	0.44555444555444557	-0.3717931436561498	0.3805645737753934	0.024975024975024976	-1.432816433191443	0.006148956676798732	0.6093906093906094	-0.29371565910032793	
order	neg_word_frequency	Süßigkeiten	23	0.15810787876912577	0.24195019528214715	0.5044955044955045	-0.3724659485425622	0.11347041200731556	0.7632367632367633	0.15510056683342657	-0.07196874847989415	0.07792207792207792	1.0425181495580447	
order	neg_word_frequency	Möbel	13	0.3026838754051709	0.3755412863433654	0.5424575424575424	-0.35432576022434653	0.30778535434949633	0.967032967032967	-0.019107915005941174	0.4040777869184302	0.4965034965034965	-0.3509506655301182	
order	neg_word_frequency	Blumen	20	0.2737297339273284	0.2657176157176157	0.952047952047952	0.02471832509318448	0.26319895790484027	0.9430569430569431	0.030142956573598768	0.06037085804395222	0.3126873126873127	0.5641755377781859	
