comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['sham', 'dual']	0.5879	0.5879	[0.474, 0.48]
['sham', 'IFG']	0.3098	0.46470000000000006	[0.474, 0.464]
['sham', 'preSMA']	0.2371	0.46470000000000006	[0.474, 0.453]
