comparison	uncorrected_p-value	FDR-corrected_p-value
('dual', 'preSMA')	0.9711984378813766	0.9711984378813766
('preSMA', 'sham')	0.7317549426409568	0.878105931169148
('IFG', 'preSMA')	0.4337319990236759	0.878105931169148
('dual', 'sham')	0.654625335611423	0.878105931169148
('IFG', 'dual')	0.4403221869660727	0.878105931169148
('IFG', 'sham')	0.19038320722479862	0.878105931169148
