comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['preSMA', 'sham']	0.2674	0.40110000000000007	[14.0, 16.333]
['dual', 'sham']	0.1899	0.40110000000000007	[13.167, 16.333]
['sham', 'IFG']	0.5338	0.5338	[16.333, 16.667]
