comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['dual', 'sham']	0.9616	0.9616	[8.833, 5.167]
['IFG', 'sham']	0.8698	0.9616	[7.0, 5.167]
['sham', 'preSMA']	0.9025	0.9616	[5.167, 8.0]
