comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['preSMA', 'sham']	0.0938	0.1407	[0.5, 0.549]
['dual', 'sham']	0.0857	0.1407	[0.507, 0.549]
['sham', 'IFG']	0.2191	0.2191	[0.549, 0.526]
