mode	model	cat	difficulty	sham_corr	ifg_corr	ifg_raw_p	ifg_effsize	presma_corr	presma_raw_p	presma_effsize	dual_corr	dual_raw_p	dual_effsize
rts	fasttext	Geschirr	15	0.2149052196024039	0.2856603481016808	0.6213786213786214	-0.27809662922207196	0.09695416410786133	0.5694305694305695	0.3607512099254494	0.27477348071973123	0.7312687312687313	-0.189943363393017	
rts	fasttext	Getränke	9	-0.1242282976771608	0.25936401471981346	0.08191808191808192	-1.0665804855686896	0.0034183461803381607	0.5264735264735265	-0.38060188861610733	0.2216962327050208	0.0959040959040959	-0.9511014667829433	
rts	fasttext	Fische	21	0.010573572327287098	-0.1127883247761753	0.4885114885114885	0.3704557745258407	0.12085401974839018	0.5744255744255744	-0.3009715040643742	0.26025527107143437	0.2177822177822178	-0.7014088804252844	
rts	fasttext	Metalle	22	0.17729624909953176	0.08044733044733046	0.4915084915084915	0.3312282201634054	0.04077311577311578	0.28771228771228774	0.6051776067859673	0.11204251656794322	0.6993006993006993	0.2273550682570524	
rts	fasttext	Autoteile	5	0.005399085457452533	-0.013485213785215564	0.8421578421578422	0.09517592345218004	-0.0986198271139327	0.04095904095904096	1.2211544622703285	-0.014238581471137846	0.974025974025974	0.08739535477374662	
rts	fasttext	Kleidungsstücke	3	0.1628162276461683	0.1683830513986955	0.9300699300699301	-0.032847764902806005	0.018629062004024956	0.23876123876123875	0.7315662159702674	0.03340040526631144	0.11688311688311688	0.8881588768079992	
rts	fasttext	Bäume	12	0.0049780572334270174	0.15790410660579024	0.39760239760239763	-0.4829137473143693	0.1360278755633085	0.45254745254745254	-0.4127323608521523	0.08117033050460813	0.6673326673326674	-0.2215573302438538	
rts	fasttext	Sportarten	2	0.06685308632966246	0.10373424207311711	0.8251748251748252	-0.10613687401068901	0.22276519461589073	0.3356643356643357	-0.5653007919363247	0.16017310845705385	0.5594405594405595	-0.3054367183860903	
rts	fasttext	Früchte	7	0.16038411947376124	0.008931573387768267	0.13186813186813187	0.8736737556144573	0.2473781283592846	0.3596403596403596	-0.49035025132038146	0.23452060116096632	0.44955044955044954	-0.3988414035415142	
rts	fasttext	Insekten	19	-0.006154664049400872	0.26195092061125963	0.14785214785214784	-0.7868397609784032	-0.06963963605422564	0.8261738261738262	0.14328954396535565	0.2320427742621917	0.14285714285714285	-0.8544906669682422	
rts	fasttext	Berufe	6	-0.013103088383495285	-0.019129411515271845	0.974025974025974	0.02765476268940183	0.08814907815238604	0.35564435564435565	-0.5214822629057547	0.024105841717033265	0.7072927072927073	-0.2017600623376012	
rts	fasttext	Spielzeug	17	0.21991037583765424	0.09549951925532525	0.4835164835164835	0.3673677901281283	-0.09873859348351205	0.16183816183816183	0.8461894533945231	0.0626956376956377	0.4405594405594406	0.42367555539868607	
rts	fasttext	Lebensmittel	4	0.01759784199988684	-0.015455498157586263	0.7632367632367633	0.14009706077568176	0.026026498746345893	0.9280719280719281	-0.0387989700450085	-0.12047141748245398	0.24775224775224775	0.7027831440667782	
rts	fasttext	Kosmetik	14	-0.027056277056277053	0.11840928277273192	0.2787212787212787	-0.6246566173285919	0.05497955397195314	0.5884115884115884	-0.334364698407634	0.17715065199080549	0.15384615384615385	-0.7964205596495598	
rts	fasttext	Gartengeräte	18	0.07898590058032784	0.008248218682323819	0.7852147852147852	0.1699920405132975	0.2725619968267028	0.46253746253746253	-0.47513436700987915	0.044108669108669125	0.929070929070929	0.08448766240102819	
rts	fasttext	Tiere	1	0.09404095441165027	0.17402606744075358	0.4645354645354645	-0.4608326155212049	0.1411386641249781	0.7302697302697303	-0.18203858122700156	0.18413826067615433	0.46253746253746253	-0.38612208309940776	
rts	fasttext	Körperteile	0	0.006107002599027053	0.011664472985483508	0.964035964035964	-0.031001720094627018	0.05607482738436379	0.7422577422577422	-0.18451879667689253	0.07319787402867547	0.6553446553446554	-0.23886546926259275	
rts	fasttext	Gewürze	11	0.0635419097547133	0.22857306641587663	0.32867132867132864	-0.5274039302567279	0.09960534821215934	0.8431568431568431	-0.12013136541138494	0.007372121594183688	0.7532467532467533	0.16851133414407352	
rts	fasttext	Musikinstrumente	8	0.2144817055781638	0.1587012503654872	0.5184815184815185	0.356630286437852	0.14534673088513456	0.4955044955044955	0.36780960394670625	0.20880763027821855	0.965034965034965	0.029430520407577904	
rts	fasttext	Werkzeug	16	0.1118817597238626	-0.17016388324437867	0.1048951048951049	0.9424742037692514	-0.04601011319591517	0.26573426573426573	0.590662233738401	0.1791510866972029	0.5894105894105894	-0.28295392075988984	
rts	fasttext	Gemüse	10	-0.03514495827957519	0.06934646565788198	0.6213786213786214	-0.2873129770479131	-0.026592983441255647	0.9560439560439561	-0.02119827328178821	0.12399099881679752	0.26673326673326675	-0.63504577375845	
rts	fasttext	Süßigkeiten	23	-0.02818096569173142	0.16556508820990393	0.37462537462537465	-0.5136826527187435	-0.08752681584246941	0.7452547452547452	0.16864881837134904	-0.010509751686222243	0.948051948051948	-0.04118412315941271	
rts	fasttext	Möbel	13	0.19689294792176246	0.024623297080596684	0.39760239760239763	0.48916149203059567	0.040487963818826994	0.35264735264735264	0.47452947216330726	0.14502112848823098	0.8061938061938062	0.15519430350282423	
rts	fasttext	Blumen	20	-0.059601264748323585	-0.02485569985569987	0.8551448551448552	-0.09206342516981639	0.11694442812089871	0.26873126873126874	-0.6912330438646831	0.016531292632640297	0.5774225774225774	-0.27949858159109026	
