comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['sham', 'dual']	0.7245	0.9019	[0.444, 0.456]
['sham', 'IFG']	0.6654	0.9019	[0.444, 0.452]
['sham', 'preSMA']	0.9019	0.9019	[0.444, 0.467]
