comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['IFG', 'sham']	0.2493	0.37395	[4.5, 5.667]
['preSMA', 'sham']	0.2304	0.37395	[4.333, 5.667]
['sham', 'dual']	0.8324	0.8324	[5.667, 8.0]
