comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['dual', 'sham']	0.3525	0.7169	[0.521, 0.538]
['IFG', 'sham']	0.7169	0.7169	[0.556, 0.538]
['sham', 'preSMA']	0.676	0.7169	[0.538, 0.553]
