comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['IFG', 'sham']	0.2187	0.2187	[11.0, 12.667]
['preSMA', 'sham']	0.0145	0.043500000000000004	[6.0, 12.667]
['sham', 'dual']	0.0576	0.0864	[12.667, 8.167]
