comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['sham', 'dual']	0.9839	0.9923	[0.455, 0.53]
['sham', 'IFG']	0.9503	0.9923	[0.455, 0.507]
['sham', 'preSMA']	0.9923	0.9923	[0.455, 0.522]
