comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['sham', 'dual']	0.0041	0.006150000000000001	[10.333, 5.0]
['sham', 'IFG']	0.0765	0.0765	[10.333, 7.0]
['sham', 'preSMA']	0.0005	0.0015	[10.333, 5.0]
