comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['IFG', 'sham']	0.2793	0.2793	[7.833, 9.167]
['preSMA', 'sham']	0.1565	0.26370000000000005	[6.667, 9.167]
['sham', 'dual']	0.1758	0.26370000000000005	[9.167, 7.167]
