comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['sham', 'dual']	0.4	0.6508	[0.507, 0.503]
['sham', 'IFG']	0.4961	0.6508	[0.507, 0.507]
['sham', 'preSMA']	0.6508	0.6508	[0.507, 0.514]
