comparison	uncorrected_p-value	FDR-corrected_p-value
('IFG', 'dual')	0.28516104877037673	0.7896908883239233
('IFG', 'sham')	0.7896908883239233	0.7896908883239233
('IFG', 'preSMA')	0.7534719605140213	0.7896908883239233
('dual', 'sham')	0.19839204025200222	0.7896908883239233
('dual', 'preSMA')	0.4355699015901855	0.7896908883239233
('preSMA', 'sham')	0.5679107148747717	0.7896908883239233
