comparison	uncorrected_p-value	FDR-corrected_p-value
('IFG', 'dual')	0.3270245825203668	0.6540491650407336
('IFG', 'sham')	0.541402926942639	0.8021181476403212
('IFG', 'preSMA')	0.7283059662934092	0.8021181476403212
('dual', 'sham')	0.12732521592707705	0.6130934182551071
('dual', 'preSMA')	0.20436447275170236	0.6130934182551071
('preSMA', 'sham')	0.8021181476403212	0.8021181476403212
