comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['sham', 'dual']	0.4386	0.4478	[0.42, 0.417]
['sham', 'IFG']	0.2497	0.4478	[0.42, 0.406]
['sham', 'preSMA']	0.4478	0.4478	[0.42, 0.417]
