comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['preSMA', 'sham']	0.8638	0.8638	[0.515, 0.487]
['sham', 'IFG']	0.3327	0.8638	[0.487, 0.475]
['sham', 'dual']	0.7662	0.8638	[0.487, 0.507]
