comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['IFG', 'sham']	0.9758	0.9763	[0.422, 0.398]
['dual', 'sham']	0.7654	0.9763	[0.414, 0.398]
['sham', 'preSMA']	0.9763	0.9763	[0.398, 0.427]
