comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['sham', 'dual']	0.7629	0.7629	[0.424, 0.458]
['sham', 'IFG']	0.3175	0.48210000000000003	[0.424, 0.404]
['sham', 'preSMA']	0.3214	0.48210000000000003	[0.424, 0.403]
