comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['IFG', 'sham']	0.6164	0.8651	[0.478, 0.471]
['preSMA', 'sham']	0.7546	0.8651	[0.49, 0.471]
['sham', 'dual']	0.8651	0.8651	[0.471, 0.5]
