comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['IFG', 'sham']	0.5	0.5	[13.833, 13.833]
['preSMA', 'sham']	0.3684	0.5	[13.167, 13.833]
['sham', 'dual']	0.1497	0.4491	[13.833, 11.5]
