comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['sham', 'dual']	0.8781	0.8781	[0.479, 0.488]
['sham', 'IFG']	0.611	0.8781	[0.479, 0.481]
['sham', 'preSMA']	0.5912	0.8781	[0.479, 0.481]
