comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['dual', 'sham']	0.5965	0.772	[17.292, 16.958]
['preSMA', 'sham']	0.772	0.772	[17.903, 16.958]
['IFG', 'sham']	0.6533	0.772	[17.5, 16.958]
