comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['dual', 'sham']	0.3872	0.3872	[5.433, 5.463]
['preSMA', 'sham']	0.0689	0.20670000000000002	[5.307, 5.463]
['IFG', 'sham']	0.3328	0.3872	[5.418, 5.463]
