comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['preSMA', 'sham']	0.1506	0.28395000000000004	[4.167, 6.0]
['sham', 'IFG']	0.1893	0.28395000000000004	[6.0, 4.5]
['sham', 'dual']	0.8101	0.8101	[6.0, 8.167]
