comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['IFG', 'sham']	0.8062	0.8062	[0.501, 0.474]
['dual', 'sham']	0.7465	0.8062	[0.497, 0.474]
['sham', 'preSMA']	0.8035	0.8062	[0.474, 0.495]
