comparison	uncorrected_p-value	FDR-corrected_p-value	averages
['IFG', 'sham']	0.0693	0.0693	[1.037, 1.007]
['preSMA', 'sham']	0.0078	0.0234	[1.056, 1.007]
['sham', 'dual']	0.0222	0.0333	[1.007, 1.048]
